"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"coop/Bot367";"Oleg";"Oleg";"Oleg";"Oleg";"Oleg";"Oleg";"Oleg";"Oleg";"Oleg";"奥\t列\t格";"オレグ";"Oleg";"Oleg";"Олег";"Oleg";"Oleg";"올레그";"Oleg";"««Oleg»»";"奧列格";"燃\t烧\t弹\t君";;
"coop/Bot368";"Osip";"Osip";"Osip";"Osip";"Osip";"Osip";"Osip";"Osip";"Osip";"奥\t西\t普";"オシップ";"Osip";"Osip";"Осип";"Osip";"Oszip";"오시프";"Osip";"««Osip»»";"奧西普";"穿\t甲\t弹\t君";;
"coop/Bot369";"Pankratiy";"Pankratiy";"Pankratiy";"Pankratiy";"Pankratiy";"Pankratiy";"Pankratiy";"Pankratij";"Pankratiy";"潘\t克\t拉\t季";"ハンクラティー";"Pankratiy";"Pankratiy";"Панкратій";"Pankratiy";"Pankratyij";"판크라티";"Pankratiy";"««Pankratiy»»";"潘克拉季";"穿\t甲\t曳\t光\t弹";;
"coop/Bot370";"Pavel";"Pavel";"Pavel";"Pavel";"Pavel";"Pavel";"Pavel";"Pavel";"Pavel";"帕\t维\t尔";"パーベル";"Pavel";"Pavel";"Павло";"Pavel";"Pavel";"파벨";"Pavel";"««Pavel»»";"帕維爾";"穿\t甲\t燃\t烧\t弹";;
"coop/Bot371";"Platon";"Platon";"Platon";"Platon";"Platon";"Platon";"Platon";"Platon";"Platon";"普\t拉\t东";"プラトン";"Platon";"Platon";"Платон";"Platon";"Platon";"플라톤";"Platon";"««Platon»»";"普拉東";"金\t属\t陶\t瓷\t核\t心";;
"coop/Bot372";"Polikarp";"Polikarp";"Polikarp";"Polikarp";"Polikarp";"Polikarp";"Polikarp";"Polikarp";"Polikarp";"波\t利\t卡\t尔\t普";"ポリスカールプ";"Polikarp";"Polikarp";"Полікарп";"Polikarp";"Polikarp";"폴리카르프";"Polikarp";"««Polikarp»»";"波利卡爾普";"燃\t烧\t曳\t光\t弹";;
"coop/Bot373";"Polina";"Polina";"Polina";"Polina";"Polina";"Polina";"Polina";"Polina";"Polina";"波\t林\t娜";"ポリーナ";"Polina";"Polina";"Поліна";"Polina";"Polina";"폴리나";"Polina";"««Polina»»";"波林娜";"训\t练\t弹\t君";;
"coop/Bot374";"Prohor";"Prohor";"Prohor";"Prohor";"Projor";"Prohor";"Prohor";"Prochor";"Prohor";"普\t罗\t霍\t尔";"プロホル";"Prohor";"Prohor";"Прохор";"Prohor";"Prohor";"프로호르";"Prohor";"««Prohor»»";"普羅霍爾";"破\t片\t燃\t烧\t弹";;
"coop/Bot375";"Prokopiy";"Prokopiy";"Prokopiy";"Prokopiy";"Prokopiy";"Prokopiy";"Prokopiy";"Prokopij";"Prokopiy";"普\t罗\t科\t皮";"プロコフィエフ";"Prokopiy";"Prokopiy";"Прокопій";"Prokopiy";"Prokopij";"프로코피";"Prokopiy";"««Prokopiy»»";"普羅科皮";"高\t爆\t破\t片\t弹";;
"coop/Bot376";"Pyotr";"Pyotr";"Pyotr";"Pyotr";"Piotr";"Pyotr";"Pyotr";"Pjotr";"Pyotr";"彼\t得";"ピュートル";"Pyotr";"Pyotr";"Петро";"Pyotr";"Pjotr";"표트르";"Pyotr";"««Pyotr»»";"彼得";"高\t速\t穿\t甲\t弹";;
"coop/Bot377";"Raisa";"Raisa";"Raisa";"Raisa";"Raisa";"Raisa";"Raisa";"Raisa";"Raisa";"赖\t萨";"ライサ";"Raisa";"Raisa";"Раїса";"Raisa";"Rajsza";"라이사";"Raisa";"««Raisa»»";"賴薩";"硬\t芯\t穿\t甲\t弹";;
"coop/Bot378";"Rodion";"Rodion";"Rodion";"Rodion";"Rodion";"Rodion";"Rodion";"Rodion";"Rodion";"罗\t季\t翁";"ロディオン";"Rodion";"Rodion";"Родіон";"Rodion";"Rogyion";"로디온";"Rodion";"««Rodion»»";"羅季翁";"风\t帽\t穿\t甲\t弹";;
"coop/Bot379";"Roman";"Roman";"Roman";"Roman";"Romano";"Roman";"Roman";"Roman";"Roman";"里\t姆\t斯\t基";"ロマン";"Roman";"Roman";"Роман";"Roman";"Roman";"로만";"Roman";"««Roman»»";"裡姆斯基";"被\t帽\t穿\t甲\t弹";;
"coop/Bot380";"Rostislav";"Rostislav";"Rostislav";"Rostislav";"Rostislav";"Rostislav";"Rostislav";"Rostislav";"Rostislav";"罗\t斯\t季\t斯\t拉\t夫";"ロスティスラフ";"Rostislav";"Rostislav";"Ростислав";"Rostislav";"Rosztyiszlav";"로스티슬라프";"Rostislav";"««Rostislav»»";"羅斯季斯拉夫";"穿\t甲\t榴\t弹\t君";;
"coop/Bot381";"Ruslan";"Ruslan";"Ruslan";"Ruslan";"Ruslan";"Ruslan";"Ruslan";"Ruslan";"Ruslan";"鲁\t斯\t兰";"ルスラーン";"Ruslan";"Ruslan";"Руслан";"Ruslan";"Ruszlan";"루슬란";"Ruslan";"««Ruslan»»";"魯斯蘭";"破\t甲\t弹\t君";;
"coop/Bot382";"Samuil";"Samuil";"Samuil";"Samuil";"Samuil";"Samuil";"Samuil";"Samuil";"Samuil";"萨\t穆\t伊\t尔";"サムイル";"Samuil";"Samuil";"Самуїл";"Samuil";"Szamuil";"사무일";"Samuil";"««Samuil»»";"薩穆伊爾";"榴\t霰\t弹\t君";;
"coop/Bot383";"Saveliy";"Saveliy";"Saveliy";"Saveliy";"Saveliy";"Saveliy";"Saveliy";"Savelij";"Saveliy";"萨\t韦\t里";"シャバレー";"Saveliy";"Saveliy";"Савелій";"Saveliy";"Szavelij";"사벨리";"Saveliy";"««Saveliy»»";"薩韋裡";"脱\t壳\t穿\t甲\t弹";;
"coop/Bot384";"Semyon";"Semyon";"Semyon";"Semyon";"Semión";"Semyon";"Semyon";"Semjon";"Semyon";"谢\t苗";"セミョーン";"Semyon";"Semyon";"Семен";"Semyon";"Szemjon";"세묜";"Semyon";"««Semyon»»";"謝苗";"混\t凝\t土\t破\t坏\t弹";;
"coop/Bot385";"Savva";"Savva";"Savva";"Savva";"Savva";"Savva";"Savva";"Savva";"Savva";"萨\t瓦";"サーヴァ";"Savva";"Savva";"Савва";"Savva";"Szavva";"사바";"Savva";"««Savva»»";"薩瓦";"方\t向\t机\t君";;
"coop/Bot386";"Serafim";"Serafim";"Serafim";"Serafim";"Serafim";"Serafim";"Serafim";"Serafim";"Serafim";"谢\t拉\t菲\t姆";"セラフィム";"Serafim";"Serafim";"Серафим";"Serafim";"Szerafim";"세라핌";"Serafim";"««Serafim»»";"謝拉菲姆";"高\t低\t机\t君";;
"coop/Bot387";"Sidor";"Sidor";"Sidor";"Sidor";"Sidor";"Sidor";"Sidor";"Sidor";"Sidor";"西\t多\t尔";"シードル";"Sidor";"Sidor";"Сидір";"Sidor";"Szidor";"시도르";"Sidor";"««Sidor»»";"西多爾";"炮\t闩\t君";;
"coop/Bot388";"Spiridon";"Spiridon";"Spiridon";"Spiridon";"Spiridon";"Spiridon";"Spiridon";"Spiridon";"Spiridon";"斯\t皮\t里\t东";"スピリドン";"Spiridon";"Spiridon";"Спиридон";"Spiridon";"Szpiridon";"스피리돈";"Spiridon";"««Spiridon»»";"斯皮裡東";"传\t动\t机\t构\t君";;
"coop/Bot389";"Stepan";"Stepan";"Stepan";"Stepan";"Stepan";"Stepan";"Stepan";"Stepan";"Stepan";"斯\t捷\t潘";"スティーブン";"Stepan";"Stepan";"Степан";"Stepan";"Sztyepan";"스테판";"Stepan";"««Stepan»»";"斯捷潘";"铸\t造\t均\t质\t装\t甲";;
"coop/Bot390";"Svyatopolk";"Svyatopolk";"Svyatopolk";"Svyatopolk";"Svyatopolk";"Svyatopolk";"Svyatopolk";"Svjatopolk";"Svyatopolk";"斯\t维\t亚\t托\t波\t尔\t克";"スヴャトポルク";"Svyatopolk";"Svyatopolk";"Святополк";"Svyatopolk";"Szvjatopolk";"스뱌토폴크";"Svyatopolk";"««Svyatopolk»»";"斯維亞托波爾克";"轧\t制\t均\t质\t装\t甲";;
"coop/Bot391";"Svyatoslav";"Svyatoslav";"Svyatoslav";"Svyatoslav";"Svyatoslav";"Svyatoslav";"Svyatoslav";"Svjatoslav";"Svyatoslav";"斯\t维\t亚\t托\t斯\t拉\t夫";"スヴャトスラフ";"Svyatoslav";"Svyatoslav";"Святослав";"Svyatoslav";"Szvjatoszlav";"스뱌토슬라프";"Svyatoslav";"««Svyatoslav»»";"斯維亞托斯拉夫";"高\t硬\t度\t装\t甲";;
"coop/Bot392";"Taras";"Taras";"Taras";"Taras";"Taras";"Taras";"Taras";"Taras";"Taras";"塔\t拉\t斯";"タラス";"Taras";"Taras";"Тарас";"Taras";"Tarasz";"타라스";"Taras";"««Taras»»";"塔拉斯";"变\t速\t器\t君";;
"coop/Bot393";"Terentiy";"Terentiy";"Terentiy";"Terentiy";"Terentiy";"Terentiy";"Terentiy";"Terentij";"Terentiy";"捷\t连\t季";"テレンチ";"Terentiy";"Terentiy";"Терентій";"Terentiy";"Tyerentyij";"테렌티";"Terentiy";"««Terentiy»»";"捷連季";"齿\t轮\t箱\t君";;
"coop/Bot394";"Tikhon";"Tikhon";"Tikhon";"Tikhon";"Tikhon";"Tikhon";"Tikhon";"Tichon";"Tikhon";"吉\t洪";"ティホン";"Tikhon";"Tikhon";"Тихон";"Tikhon";"Tyihon";"티혼";"Tikhon";"««Tikhon»»";"吉洪";"差\t速\t器\t君";;
"coop/Bot395";"Timofey";"Timofey";"Timofey";"Timofey";"Timofey";"Timofey";"Timofey";"Timofej";"Timofey";"季\t莫\t费";"ティモフェイ";"Timofey";"Timofey";"Тимофій";"Timofey";"Tyimofej";"티모페이";"Timofey";"««Timofey»»";"季莫費";"星\t型\t发\t动\t机";;
"coop/Bot396";"Timur";"Timur";"Timur";"Timur";"Timur";"Timur";"Timur";"Timur";"Timur";"铁\t木\t尔";"ティムール";"Timur";"Timur";"Тимур";"Timur";"Timur";"티무르";"Timur";"««Timur»»";"鐵木爾";"直\t列\t发\t动\t机";;
"coop/Bot397";"Vadim";"Vadim";"Vadim";"Vadim";"Vadim";"Vadim";"Vadim";"Vadim";"Vadim";"瓦\t季\t姆";"ヴァディム";"Vadim";"Vadim";"Вадим";"Vadim";"Vagyim";"바딤";"Vadim";"««Vadim»»";"瓦季姆";"气\t冷\t发\t动\t机";;
"coop/Bot398";"Valeriy";"Valeriy";"Valeriy";"Valeriy";"Valeriy";"Valeriy";"Valeriy";"Valerij";"Valeriy";"瓦\t列\t里";"ヴァレリー";"Valeriy";"Valeriy";"Валерій";"Valeriy";"Valerij";"발레리";"Valeriy";"««Valeriy»»";"瓦列裡";"液\t冷\t发\t动\t机";;
"coop/Bot399";"Varfolomey";"Varfolomey";"Varfolomey";"Varfolomey";"Varfolomey";"Varfolomey";"Varfolomey";"Varfolomej";"Varfolomey";"瓦\t尔\t福\t洛\t梅";"バールポロメイ";"Varfolomey";"Varfolomey";"Варфоломій";"Varfolomey";"Varfolomej";"바르폴로메이";"Varfolomey";"««Varfolomey»»";"瓦爾福洛梅";"往\t复\t式\t发\t动\t机";;
"coop/Bot400";"Venedikt";"Venedikt";"Venedikt";"Venedikt";"Venedikt";"Venedikt";"Venedikt";"Venedikt";"Venedikt";"韦\t涅\t季\t克\t特";"ヴェネジークト";"Venedikt";"Venedikt";"Венедикт";"Venedikt";"Venedikt";"베네딕트";"Venedikt";"««Venedikt»»";"韋涅季克特";"燃\t气\t轮\t机";;
"coop/Bot401";"Veniamin";"Veniamin";"Veniamin";"Veniamin";"Veniamin";"Veniamin";"Veniamin";"Venjamin";"Veniamin";"韦\t尼\t阿\t明";"ヴェニアミン";"Veniamin";"Veniamin";"Веніямин";"Veniamin";"Venjamin";"베니아민";"Veniamin";"««Veniamin»»";"韋尼阿明";"脉\t冲\t发\t动\t机";;
"coop/Bot402";"Vikentiy";"Vikentiy";"Vikentiy";"Vikentiy";"Vikentiy";"Vikentiy";"Vikentiy";"Vikentij";"Vikentiy";"维\t肯\t季";"ヒケンティ";"Vikentiy";"Vikentiy";"Вікентій";"Vikentiy";"Vikentyij";"비켄티";"Vikentiy";"««Vikentiy»»";"維肯季";"涡\t喷\t发\t动\t机";;
"coop/Bot403";"Viktor";"Viktor";"Viktor";"Viktor";"Viktor";"Viktor";"Viktor";"Viktor";"Viktor";"维\t克\t托";"ヴィクター";"Viktor";"Viktor";"Віктор";"Viktor";"Viktor";"빅토르";"Viktor";"««Viktor»»";"維克托";"涡\t扇\t发\t动\t机";;
"coop/Bot404";"Vitaliy";"Vitaliy";"Vitaliy";"Vitaliy";"Vitaliy";"Vitaliy";"Vitaliy";"Vitalij";"Vitaliy";"维\t塔\t利";"ヴィタリー";"Vitaliy";"Vitaliy";"Віталій";"Vitaliy";"Vitalij";"비탈리";"Vitaliy";"««Vitaliy»»";"維塔利";"涡\t轴\t发\t动\t机";;
"coop/Bot405";"Vladislav";"Vladislav";"Vladislav";"Vladislav";"Vladislav";"Vladislav";"Vladislav";"Vladislav";"Vladislav";"弗\t拉\t季\t斯\t拉\t夫";"ウラジスラフ";"Vladislav";"Vladislav";"Владислав";"Vladislav";"Vlagyiszlav";"블라디슬라프";"Vladislav";"««Vladislav»»";"弗拉季斯拉夫";"涡\t桨\t发\t动\t机";;
"coop/Bot406";"Vladlen";"Vladlen";"Vladlen";"Vladlen";"Vladlen";"Vladlen";"Vladlen";"Vladlen";"Vladlen";"弗\t拉\t德\t连";"ヴラドレン";"Vladlen";"Vladlen";"Владлен";"Vladlen";"Vladlen";"블라드렌";"Vladlen";"««Vladlen»»";"弗拉德連";"炮\t管\t君";;
"coop/Bot407";"Vsevolod";"Vsevolod";"Vsevolod";"Vsevolod";"Vsevolod";"Vsevolod";"Vsevolod";"Vsevolod";"Vsevolod";"弗\t谢\t沃\t洛\t德";"フセボロド";"Vsevolod";"Vsevolod";"Всеволод";"Vsevolod";"Vszevolod";"브세볼로드";"Vsevolod";"««Vsevolod»»";"弗謝沃洛德";"结\t构\t钢\t君";;
"coop/Bot408";"Vyacheslav";"Vyacheslav";"Vyacheslav";"Vyacheslav";"Vyacheslav";"Vyacheslav";"Vyacheslav";"Vjačeslav";"Vyacheslav";"维\t亚\t切\t斯\t拉\t夫";"ビャチェスラフ";"Vyacheslav";"Vyacheslav";"В'ячеслав";"Vyacheslav";"Vjacseszlav";"뱌체슬라프";"Vyacheslav";"««Vyacheslav»»";"維亞切斯拉夫";"钢\t缆\t君";;
"coop/Bot409";"Yakov";"Yakov";"Yakov";"Yakov";"Yakov";"Yakov";"Yakov";"Jakov";"Yakov";"雅\t科\t夫";"ヤーコフ";"Yakov";"Yakov";"Яків";"Yakov";"Jakov";"야코프";"Yakov";"««Yakov»»";"雅科夫";"牵\t引\t索\t君";;
"coop/Bot410";"Yaropolk";"Yaropolk";"Yaropolk";"Yaropolk";"Yaropolk";"Yaropolk";"Yaropolk";"Jaropolk";"Yaropolk";"亚\t罗\t波\t尔\t克";"ヤロポルク";"Yaropolk";"Yaropolk";"Ярополк";"Yaropolk";"Jaropolk";"야로폴크";"Yaropolk";"««Yaropolk»»";"亞羅波爾克";"副\t翼\t君";;
"coop/Bot411";"Yaroslav";"Yaroslav";"Yaroslav";"Yaroslav";"Yaroslav";"Yaroslav";"Yaroslav";"Jaroslav";"Yaroslav";"雅\t罗\t斯\t拉\t夫";"ヤロスラフ";"Yaroslav";"Yaroslav";"Ярослав";"Yaroslav";"Jaroszlav";"야로슬라프";"Yaroslav";"««Yaroslav»»";"雅羅斯拉夫";"襟\t翼\t君";;
"coop/Bot412";"Yuriy";"Yuriy";"Yuriy";"Yuriy";"Yuriy";"Yuriy";"Yuriy";"Jurij";"Yuriy";"尤\t里";"ユーリイ";"Yuriy";"Yuriy";"Юрій";"Yuriy";"Jurij";"유리";"Yuriy";"««Yuriy»»";"尤裡";"方\t向\t舵\t君";;
"coop/Bot413";"Zakhar";"Zakhar";"Zakhar";"Zakhar";"Zakhar";"Zakhar";"Zakhar";"Zachar";"Zakhar";"扎\t法\t尔";"ザハール";"Zakhar";"Zakhar";"Захар";"Zakhar";"Zahar";"자하르";"Zakhar";"««Zakhar»»";"紮法爾";"垂\t直\t安\t定\t面";;
"coop/Bot414";"Zinaida";"Zinaida";"Zinaida";"Zinaida";"Zinaida";"Zinaida";"Zinaida";"Zinaida";"Zinaida";"季\t娜\t伊\t达";"ジナイーダ";"Zinaida";"Zinaida";"Зінаїда";"Zinaida";"Zinajda";"지나이다";"Zinaida";"««Zinaida»»";"季娜伊達";"升\t降\t舵\t君";;
"coop/Bot415";"Zinoviy";"Zinoviy";"Zinoviy";"Zinoviy";"Zinoviy";"Zinoviy";"Zinoviy";"Zinovij";"Zinoviy";"济\t诺\t维";"ジノーヴィー";"Zinoviy";"Zinoviy";"Зіновій";"Zinoviy";"Zinovij";"지노비";"Zinoviy";"««Zinoviy»»";"濟諾維";"水\t平\t安\t定\t面";;
"coop/Bot416";"Aaron";"Aaron";"Aaron";"Aaron";"Aarón";"Aaron";"Aaron";"Aaron";"Aaron";"亚\t伦";"アーロン";"Aaron";"Aaron";"Аарон";"Aaron";"Aaron";"아론";"Aaron";"««Aaron»»";"亞倫";"起\t落\t架\t君";;
"coop/Bot417";"Abel";"Abel";"Abel";"Abel";"Abel";"Abel";"Abel";"Abel";"Abel";"亚\t伯";"アベル";"Abel";"Abel";"Абель";"Abel";"Abel";"에이벨";"Abel";"««Abel»»";"亞伯";"螺\t旋\t桨\t君";;
"coop/Bot418";"Abbott";"Abbott";"Abbott";"Abbott";"Abbott";"Abbott";"Abbott";"Abbott";"Abbott";"艾\t伯\t特";"アボット";"Abbott";"Abbott";"Аботт";"Abbott";"Abbott";"애보트";"Abbott";"««Abbott»»";"亞伯特";"桨\t毂\t君";;
"coop/Bot419";"Abraham";"Abraham";"Abraham";"Abraham";"Abraham";"Abraham";"Abraham";"Abraham";"Abraham";"亚\t伯\t拉\t罕";"アブラハム";"Abraham";"Abraham";"Абрахам";"Abraham";"Abraham";"에이브레헴";"Abraham";"««Abraham»»";"亞伯拉罕";"桨\t轴\t君";;
"coop/Bot420";"Ackerley";"Ackerley";"Ackerley";"Ackerley";"Ackerley";"Ackerley";"Ackerley";"Ackerley";"Ackerley";"阿\t克\t利";"アッカリー";"Ackerley";"Ackerley";"Акерлей";"Ackerley";"Ackerley";"액컬리";"Ackerley";"««Ackerley»»";"阿克利";"旋\t翼\t君";;
"coop/Bot421";"Aden";"Aden";"Aden";"Aden";"Aden";"Aden";"Aden";"Aden";"Aden";"亚\t丁";"アデン";"Aden";"Aden";"Аден";"Aden";"Aden";"에이든";"Aden";"««Aden»»";"亞丁";"水\t平\t仪\t君";;
"coop/Bot422";"Addison";"Addison";"Addison";"Addison";"Addison";"Addison";"Addison";"Addison";"Addison";"阿\t狄\t森";"アディソン";"Addison";"Addison";"Аддісон";"Addison";"Addison";"애디슨";"Addison";"««Addison»»";"阿狄森";"机\t匣\t君";;
"coop/Bot423";"Alan";"Alan";"Alan";"Alan";"Alan";"Alan";"Alan";"Alan";"Alan";"艾\t伦";"アラン";"Alan";"Alan";"Алан";"Alan";"Alan";"앨런";"Alan";"««Alan»»";"艾倫";"散\t热\t器\t君";;
"coop/Bot424";"Albert";"Albert";"Albert";"Albert";"Albert";"Albert";"Albert";"Albert";"Albert";"艾\t伯\t特";"アルバート";"Albert";"Albert";"Альберт";"Albert";"Albert";"앨베르트";"Albert";"««Albert»»";"亞伯特";"化\t油\t器\t君";;
"coop/Bot425";"Alfred";"Alfred";"Alfred";"Alfred";"Alfred";"Alfred";"Alfred";"Alfred";"Alfred";"阿\t尔\t弗\t雷\t德";"アルフレッド";"Alfred";"Alfred";"Альфред";"Alfred";"Alfred";"앨프러드";"Alfred";"««Alfred»»";"阿爾弗雷德";"排\t气\t歧\t管";;
"coop/Bot426";"Alice";"Alice";"Alice";"Alice";"Alicia";"Alice";"Alice";"Alice";"Alice";"爱\t丽\t丝";"アリス";"Alice";"Alice";"Аліса";"Alice";"Alice";"앨리스";"Alice";"««Alice»»";"愛麗絲";"供\t油\t管";;
"coop/Bot427";"Allister";"Allister";"Allister";"Allister";"Allister";"Allister";"Allister";"Allister";"Allister";"阿\t利\t斯\t特";"アリスター";"Allister";"Allister";"Алістер";"Allister";"Allister";"앨리스터";"Allister";"««Allister»»";"阿利斯特";"油\t泵";;
"coop/Bot428";"Archibald";"Archibald";"Archibald";"Archibald";"Archibald";"Archibald";"Archibald";"Archibald";"Archibald";"阿\t奇\t博\t尔\t德";"アーチバルト";"Archibald";"Archibald";"Арчибальд";"Archibald";"Archibald";"아치볼드";"Archibald";"««Archibald»»";"阿奇博爾德";"缸\t体\t总\t成";;
"coop/Bot429";"Arnold";"Arnold";"Arnold";"Arnold";"Arnold";"Arnold";"Arnold";"Arnold";"Arnold";"阿\t诺\t德";"アーノルド";"Arnold";"Arnold";"Арнольд";"Arnold";"Arnold";"아놀드";"Arnold";"««Arnold»»";"阿諾德";"活\t塞";;
"coop/Bot430";"Arthur";"Arthur";"Arthur";"Arthur";"Arturo";"Arthur";"Arthur";"Arthur";"Arthur";"亚\t瑟";"アーサー";"Arthur";"Arthur";"Артур";"Arthur";"Arthur";"아서";"Arthur";"««Arthur»»";"亞瑟";"滑\t油\t系\t统";;
"coop/Bot431";"Ashton";"Ashton";"Ashton";"Ashton";"Ashton";"Ashton";"Ashton";"Ashton";"Ashton";"阿\t什\t顿";"アシュトン";"Ashton";"Ashton";"Ештон";"Ashton";"Ashton";"애쉬튼";"Ashton";"««Ashton»»";"阿什頓";"冷\t却\t系\t统";;
"coop/Bot432";"Aubrey";"Aubrey";"Aubrey";"Aubrey";"Aubrey";"Aubrey";"Aubrey";"Aubrey";"Aubrey";"奥\t布\t里";"オーブリー";"Aubrey";"Aubrey";"Обрі";"Aubrey";"Aubrey";"오브리";"Aubrey";"««Aubrey»»";"奧布裡";"动\t力\t系\t统";;
"coop/Bot433";"Austin";"Austin";"Austin";"Austin";"Austin";"Austin";"Austin";"Austin";"Austin";"奥\t斯\t汀";"オースティン";"Austin";"Austin";"Остін";"Austin";"Austin";"오스틴";"Austin";"««Austin»»";"奧斯丁";"刹\t车\t系\t统";;
"coop/Bot434";"Ballard";"Ballard";"Ballard";"Ballard";"Ballard";"Ballard";"Ballard";"Ballard";"Ballard";"巴\t拉\t德";"バラード";"Ballard";"Ballard";"Баллард";"Ballard";"Ballard";"발라드";"Ballard";"««Ballard»»";"巴拉德";"悬\t挂\t系\t统";;
"coop/Bot435";"Balthasar";"Balthasar";"Balthasar";"Balthasar";"Balthasar";"Balthasar";"Balthasar";"Balthasar";"Balthasar";"巴\t尔\t萨\t泽";"バルタザール";"Balthasar";"Balthasar";"Бальтазар";"Balthasar";"Balthasar";"발타사르";"Balthasar";"««Balthasar»»";"巴爾薩澤";"制\t动\t装\t置";;
"coop/Bot436";"Barnaby";"Barnaby";"Barnaby";"Barnaby";"Barnaby";"Barnaby";"Barnaby";"Barnaby";"Barnaby";"巴\t纳\t比";"バーナビー";"Barnaby";"Barnaby";"Барнабі";"Barnaby";"Barnaby";"바너비";"Barnaby";"««Barnaby»»";"巴納比";"转\t向\t机\t构";;
"coop/Bot437";"Baxter";"Baxter";"Baxter";"Baxter";"Baxter";"Baxter";"Baxter";"Baxter";"Baxter";"巴\t克\t斯\t特";"バクスター";"Baxter";"Baxter";"Бакстер";"Baxter";"Baxter";"박스터";"Baxter";"««Baxter»»";"巴克斯特";"装\t弹\t机";;
"coop/Bot438";"Bennett";"Bennett";"Bennett";"Bennett";"Bennett";"Bennett";"Bennett";"Bennett";"Bennett";"班\t尼\t特";"ベネット";"Bennett";"Bennett";"Беннетт";"Bennett";"Bennett";"베넷";"Bennett";"««Bennett»»";"班尼特";"前\t三\t点";;
"coop/Bot439";"Benjamin";"Benjamin";"Benjamin";"Benjamin";"Benjamin";"Benjamin";"Benjamin";"Benjamin";"Benjamin";"本\t杰\t明";"ベンジャミン";"Benjamin";"Benjamin";"Бенджамін";"Benjamin";"Benjamin";"벤자민";"Benjamin";"««Benjamin»»";"本傑明";"后\t三\t点";;
"coop/Bot440";"Benson";"Benson";"Benson";"Benson";"Benson";"Benson";"Benson";"Benson";"Benson";"本\t森";"ベンソン";"Benson";"Benson";"Бенсон";"Benson";"Benson";"벤슨";"Benson";"««Benson»»";"本森";"气\t泡\t座\t舱";;
"coop/Bot441";"Bradley";"Bradley";"Bradley";"Bradley";"Bradley";"Bradley";"Bradley";"Bradley";"Bradley";"布\t拉\t德\t利";"ブラッドリー";"Bradley";"Bradley";"Бредлі";"Bradley";"Bradley";"브래들리";"Bradley";"««Bradley»»";"布蘭得利";"滑\t橇";;
"coop/Bot442";"Brandt";"Brandt";"Brandt";"Brandt";"Brandt";"Brandt";"Brandt";"Brandt";"Brandt";"勃\t兰\t特";"ブラント";"Brandt";"Brandt";"Брандт";"Brandt";"Brandt";"브랜트";"Brandt";"««Brandt»»";"勃蘭特";"履\t带\t销\t耳";;
"coop/Bot443";"Brian";"Brian";"Brian";"Brian";"Brian";"Brian";"Brian";"Brian";"Brian";"布\t莱\t恩";"ブライアン";"Brian";"Brian";"Браян";"Brian";"Brian";"브라이언";"Brian";"««Brian»»";"布萊恩";"驱\t动\t轮";;
"coop/Bot444";"Bruce";"Bruce";"Bruce";"Bruce";"Bruce";"Bruce";"Bruce";"Bruce";"Bruce";"布\t鲁\t斯";"ブルース";"Bruce";"Bruce";"Брюс";"Bruce";"Bruce";"브루스";"Bruce";"««Bruce»»";"布魯斯";"托\t带\t轮";;
"coop/Bot445";"Cassidy";"Cassidy";"Cassidy";"Cassidy";"Cassidy";"Cassidy";"Cassidy";"Cassidy";"Cassidy";"卡\t西\t迪";"キャシディ";"Cassidy";"Cassidy";"Кессіді";"Cassidy";"Cassidy";"캐시디";"Cassidy";"««Cassidy»»";"凱西迪";"诱\t导\t轮";;
"coop/Bot446";"Cecil";"Cecil";"Cecil";"Cecil";"Cecil";"Cecil";"Cecil";"Biggles";"Cecil";"塞\t西\t尔";"セシル";"Cecil";"Cecil";"Кесіл";"Cecil";"Cecil";"세실";"Cecil";"««Cecil»»";"塞西爾";"战\t斗\t室";;
"coop/Bot447";"Chadwick";"Chadwick";"Chadwick";"Chadwick";"Chadwick";"Chadwick";"Chadwick";"Chadwick";"Chadwick";"查\t德\t威\t克";"チャドウィック";"Chadwick";"Chadwick";"Чедвік";"Chadwick";"Chadwick";"채드윅";"Chadwick";"««Chadwick»»";"查德威克";"操\t纵\t杆";;
"coop/Bot448";"Charles";"Charles";"Charles";"Charles";"Charles";"Charles";"Charles";"Charles";"Charles";"查\t尔\t斯";"チャールズ";"Charles";"Charles";"Чарльз";"Charles";"Charles";"찰스";"Charles";"««Charles»»";"查理斯";"殉\t爆";;
"coop/Bot449";"Chester";"Chester";"Chester";"Chester";"Chester";"Chester";"Chester";"Chester";"Chester";"切\t斯\t特";"チェスター";"Chester";"Chester";"Честер";"Chester";"Chester";"체스터";"Chester";"««Chester»»";"賈斯特";"内\t爆";;
"coop/Bot450";"Christian";"Christian";"Christian";"Christian";"Cristiano";"Christian";"Christian";"Christian";"Christian";"克\t里\t斯\t蒂\t安";"クリスチャン";"Christian";"Christian";"Крістіан";"Christian";"Christian";"크리스티안";"Christian";"««Christian»»";"克利斯蒂安";"助\t推\t装\t置";;
